====== Modules Parameters ======

 ([[#A|A]])  ([[#B|B]])  ([[#C|C]])  ([[#D|D]])  ([[#E|E]])  ([[#F|F]])  ([[#G|G]])  ([[#H|H]])  ([[#I|I]])  ([[#J|J]])  ([[#K|K]])  ([[#L|L]])  ([[#M|M]])  ([[#N|N]])  ([[#O|O]])  ([[#P|P]])  ([[#Q|Q]])  ([[#R|R]])  ([[#S|S]])  ([[#T|T]])  ([[#U|U]])  ([[#V|V]])  ([[#W|W]])  ([[#X|X]])  ([[#Y|Y]])  ([[#Z|Z]]) 

===== [A] =====

^ Name ^ Module Path ^ Module Name ^
| **accept_filter (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/uac_redirect.html | uac_redirect]] |
| **attribute_column (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/avpops.html | avpops]] |
| **attrs_avp (str)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/dispatcher.html | dispatcher]] |
| **attrs_avp (str)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/drouting.html | drouting]] |
| **attrs_col (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/dialplan.html | dialplan]] |
| **attrs_pvar (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/dialplan.html | dialplan]] |
| **attr_group (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/uid_avp_db.html#extra_attr_group | uid_avp_db]] |
| **auth_checks_register, auth_checks_no_dlg, and auth_checks_in_dlg (flags)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/auth.html#auth.auth_checks | auth]] |
| **auth_data_hash_size (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/ims_auth.html | ims_auth]] |
| **auth_data_timeout (int)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/ims_auth.html | ims_auth]] |
| **auth_extra (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/auth_radius.html | auth_radius]] |
| **auth_max_expires (int)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/msrp.html | msrp]] |
| **auth_min_expires (int)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/msrp.html | msrp]] |
| **auth_password_avp (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/uac.html#auth-password-avp-id | uac]] |
| **auth_realm_avp (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/uac.html#auth-realm-avp-id | uac]] |
| **auth_username_avp (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/uac.html#auth-username-avp-id | uac]] |
| **auth_validity_time (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/auth_identity.html#auth_validity_time | auth_identity]] |
| **auth_vector_timeout (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/ims_auth.html | ims_auth]] |
| **autoconversion (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/ctl.html#autoconversion | ctl]] |
| **autoconversion (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/xmlrpc.html#autoconversion | xmlrpc]] |
| **autodrop (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/sanity.html#autodrop | sanity]] |
| **auto_inv_100 (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/tm.html#auto_inv_100 | tm]] |
| **auto_inv_100_reason (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/tm.html#auto_inv_100_reason | tm]] |
| **auto_reconnect (int)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/db_unixodbc.html | db_unixodbc]] |
| **auto_reconnect (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/db_mysql.html | db_mysql]] |
| **auto_reload (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/db_berkeley.html | db_berkeley]] |
| **auto_unlock_extra_attrs (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/uid_avp_db.html#auto_unlock_extra_attrs | uid_avp_db]] |
| **avp_aliases (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/pv.html | pv]] |
| **avp_table (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/avpops.html | avpops]] |
| **av_request_at_once (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/ims_auth.html | ims_auth]] |
| **av_request_at_sync (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/ims_auth.html | ims_auth]] |

===== [B] =====

^ Name ^ Module Path ^ Module Name ^
| **backend(string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/xmpp.html | xmpp]] |
| **base_dn (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/h350.html | h350]] |
| **bflags (int)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/uac_redirect.html | uac_redirect]] |
| **bind_tm (int)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/sl.html#bind_tm | sl]] |
| **binrpc (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/ctl.html#binrpc | ctl]] |
| **binrpc_max_body_size (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/ctl.html#binrpc_max_body_size | ctl]] |
| **binrpc_struct_max_body_size (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/ctl.html#binrpc_struct_max_body_size | ctl]] |
| **blst_503 (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/tm.html#blst_503 | tm]] |
| **blst_503_def_timeout (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/tm.html#blst_503_def_timeout | tm]] |
| **blst_503_max_timeout (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/tm.html#blst_503_max_timeout | tm]] |
| **blst_503_min_timeout (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/tm.html#blst_503_min_timeout | tm]] |
| **blst_methods_add (unsigned integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/tm.html#blst_methods_add | tm]] |
| **blst_methods_lookup (unsigned integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/tm.html#blst_methods_lookup | tm]] |
| **bl_algorithm (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/enum.html | enum]] |
| **branchlabel (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/enum.html | enum]] |
| **branch_flag (int)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/pua_usrloc.html | pua_usrloc]] |
| **breakpoint (int)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/debugger.html | debugger]] |
| **bridge_contact (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/dialog.html | dialog]] |
| **bridge_controller (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/dialog.html | dialog]] |
| **bridge_controller (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/dialog_ng.html | dialog_ng]] |
| **buffer_size (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/mi_xmlrpc.html | mi_xmlrpc]] |
| **buf_size (int)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/xcap_server.html | xcap_server]] |
| **buf_size (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/xlog.html | xlog]] |
| **buf_size (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/xprint.html#buf_size | xprint]] |

===== [C] =====

^ Name ^ Module Path ^ Module Name ^
| **cainfo_path (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/auth_identity.html#cainfo_path | auth_identity]] |
| **calculate_ha1 (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/auth_db.html | auth_db]] |
| **calculate_ha1 (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/uid_auth_db.html#calculate_ha1 | uid_auth_db]] |
| **callee_contact_column (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/dialog.html | dialog]] |
| **callee_cseq_column (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/dialog.html | dialog]] |
| **callee_extra (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/misc_radius.html | misc_radius]] |
| **callee_route_column (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/dialog.html | dialog]] |
| **callee_service_type (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/misc_radius.html | misc_radius]] |
| **callee_sock_column (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/dialog.html | dialog]] |
| **caller_confirmed (int)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/pua_dialoginfo.html | pua_dialoginfo]] |
| **caller_contact_column (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/dialog.html | dialog]] |
| **caller_cseq_column (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/dialog.html | dialog]] |
| **caller_extra (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/misc_radius.html | misc_radius]] |
| **caller_route_column (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/dialog.html | dialog]] |
| **caller_service_type (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/misc_radius.html | misc_radius]] |
| **caller_sock_column (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/dialog.html | dialog]] |
| **callid_cache_limit (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/auth_identity.html#callid_cache_limit | auth_identity]] |
| **callid_column (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/dialog.html | dialog]] |
| **callid_column (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/usrloc.html | usrloc]] |
| **callid_matching (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/tm.html#callid_matching | tm]] |
| **callid_prefix (str)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/topoh.html | topoh]] |
| **call_info_max_expires (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/sca.html | sca]] |
| **cancel_b_method (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/tm.html#cancel_b_method | tm]] |
| **capture_node (str)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/sipcapture.html | sipcapture]] |
| **capture_on (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/sipcapture.html | sipcapture]] |
| **case_sensitive (int)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/cpl-c.html | cpl-c]] |
| **case_sensitive (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/registrar.html | registrar]] |
| **ca_list (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/tls.html#ca_list | tls]] |
| **cdp_event_latency (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/ims_qos.html | ims_qos]] |
| **cdp_event_latency_log (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/ims_qos.html | ims_qos]] |
| **cdp_event_threshold (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/ims_qos.html | ims_qos]] |
| **cdr_duration_id (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/acc.html#cdr_duration_id | acc]] |
| **cdr_enable (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/acc.html | acc]] |
| **cdr_end_id (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/acc.html#cdr_end_id | acc]] |
| **cdr_extra (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/acc.html#cdr_extra | acc]] |
| **cdr_facility (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/acc.html | acc]] |
| **cdr_start_id (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/acc.html#cdr_start_id | acc]] |
| **cdr_start_on_confirmed (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/acc.html | acc]] |
| **certificate (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/tls.html#certificate | tls]] |
| **certificate_cache_limit (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/auth_identity.html#certificate_cache_limit | auth_identity]] |
| **certificate_path (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/auth_identity.html | auth_identity]] |
| **certificate_url (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/auth_identity.html | auth_identity]] |
| **cfgtrace (int)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/debugger.html | debugger]] |
| **cflags_column (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/usrloc.html | usrloc]] |
| **char_list (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/mtree.html | mtree]] |
| **char_list (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/pdt.html | pdt]] |
| **check_all_branches (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/permissions.html | permissions]] |
| **check_content** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/malloc_test.html#check_content | malloc_test]] |
| **check_domain (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/pdt.html | pdt]] |
| **check_remote_contact (int)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/pua.html | pua]] |
| **check_time (int)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/msilo.html | msilo]] |
| **children_count (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/mi_datagram.html | mi_datagram]] |
| **child_init_method (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/app_java.html | app_java]] |
| **child_init_method (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/app_python.html | app_python]] |
| **cipher_list (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/tls.html#cipher_list | tls]] |
| **class_name (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/app_java.html | app_java]] |
| **clean_period (int)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/msilo.html | msilo]] |
| **clean_period (int)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/presence.html | presence]] |
| **clean_period (int)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/rls.html | rls]] |
| **cluster (str)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/db_cluster.html | db_cluster]] |
| **cmap_size (int)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/msrp.html | msrp]] |
| **cnt_avp (str)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/dispatcher.html | dispatcher]] |
| **codec_set (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/iptrtpproxy.html#codec_set | iptrtpproxy]] |
| **config (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/iptrtpproxy.html#config | iptrtpproxy]] |
| **config (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/tls.html#config | tls]] |
| **config_file (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/carrierroute.html | carrierroute]] |
| **config_file (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/cdp.html | cdp]] |
| **config_file (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/ldap.html | ldap]] |
| **config_source (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/carrierroute.html | carrierroute]] |
| **connection (str)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/db_cluster.html | db_cluster]] |
| **connection_expires (int)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/p_usrloc.html | p_usrloc]] |
| **connection_timeout (int)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/tls.html#connection_timeout | tls]] |
| **contacts_avp (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/tm.html | tm]] |
| **contact_column (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/usrloc.html | usrloc]] |
| **contact_flds_separator (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/mangler.html#contact_flds_separator | mangler]] |
| **contact_flds_separator (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/siputils.html | siputils]] |
| **contact_flows_avp (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/tm.html | tm]] |
| **contact_hdr (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/msilo.html | msilo]] |
| **content_type_hdr (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/msilo.html | msilo]] |
| **con_ct_wq_max (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/tls.html#con_ct_wq_max | tls]] |
| **cpl_bin_column (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/cpl-c.html | cpl-c]] |
| **cpl_dtd_file (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/cpl-c.html | cpl-c]] |
| **cpl_xml_column (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/cpl-c.html | cpl-c]] |
| **credential (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/uac.html | uac]] |
| **credit_check_period (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/cnxcc.html | cnxcc]] |
| **crl (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/tls.html#crl | tls]] |
| **cseq_column (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/usrloc.html | usrloc]] |
| **cseq_delay (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/usrloc.html | usrloc]] |
| **ct_wq_blk_size (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/tls.html#ct_wq_blk_size | tls]] |
| **ct_wq_max (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/tls.html#ct_wq_max | tls]] |
| **custom_tbl (string) := "cfg_custom"** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/cfg_db.html#custom_tbl | cfg_db]] |
| **custom_user_avp (avp string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/rr.html | rr]] |
| **cxdx_dest_realm (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/ims_auth.html | ims_auth]] |
| **cxdx_dest_realm (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/ims_icscf.html | ims_icscf]] |
| **cxdx_forced_peer (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/ims_auth.html | ims_auth]] |
| **cxdx_forced_peer (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/ims_icscf.html | ims_icscf]] |

===== [D] =====

^ Name ^ Module Path ^ Module Name ^
| **db_check_update (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/usrloc.html#db_check_update | usrloc]] |
| **db_err_threshold (int)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/p_usrloc.html | p_usrloc]] |
| **db_expires (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/htable.html | htable]] |
| **db_extra (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/acc.html | acc]] |
| **db_fetch_rows (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/dialog.html | dialog]] |
| **db_fetch_rows (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/dialog_ng.html | dialog_ng]] |
| **db_flag (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/acc.html | acc]] |
| **db_insert_mode (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/acc.html | acc]] |
| **db_insert_mode (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/sipcapture.html | sipcapture]] |
| **db_missed_flag (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/acc.html | acc]] |
| **db_mode (int)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/pua.html | pua]] |
| **db_mode (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/db_text.html | db_text]] |
| **db_mode (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/dialog.html | dialog]] |
| **db_mode (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/dialog_ng.html | dialog_ng]] |
| **db_mode (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/permissions.html | permissions]] |
| **db_mode (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/uid_domain.html#db_mode | uid_domain]] |
| **db_mode (integer)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/usrloc.html | usrloc]] |
| **db_mode(int)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/rls.html | rls]] |
| **db_retry_interval (int)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/p_usrloc.html | p_usrloc]] |
| **db_scheme (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/avpops.html | avpops]] |
| **db_table (str)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/pua.html | pua]] |
| **db_table (str)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/purple.html | purple]] |
| **db_table (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/cpl-c.html | cpl-c]] |
| **db_table (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/msilo.html | msilo]] |
| **db_table (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/mtree.html | mtree]] |
| **db_table (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/pdt.html | pdt]] |
| **db_table (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/prefix_route.html#prefixroute.db_table | prefix_route]] |
| **db_table (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/uri_db.html | uri_db]] |
| **db_table_acc (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/acc.html | acc]] |
| **db_table_missed_calls (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/acc.html | acc]] |
| **db_transaction_level (string)** | //modules// | [[http://www.kamailio.org/docs/modules/4.0.x/modules/p_usrloc.html | p_usrloc]] |
